"","DATE","RENTED_BIKE_COUNT","TEMPERATURE","HUMIDITY","WIND_SPEED","VISIBILITY","DEW_POINT_TEMPERATURE","SOLAR_RADIATION","RAINFALL","SNOWFALL","FUNCTIONING_DAY","SEASONSAutumn","SEASONSSpring","SEASONSSummer","SEASONSWinter","HOLIDAYHoliday","HOLIDAYNo.Holiday","HOUR0","HOUR1","HOUR10","HOUR11","HOUR12","HOUR13","HOUR14","HOUR15","HOUR16","HOUR17","HOUR18","HOUR19","HOUR2","HOUR20","HOUR21","HOUR22","HOUR23","HOUR3","HOUR4","HOUR5","HOUR6","HOUR7","HOUR8","HOUR9"
"11","01/12/2017",-0.607388948593382,-1.34417515524823,-1.66694963531512,-0.508452680618959,0.922954414782598,-1.8988249096468,0.0945957532952837,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","01/12/2017",-0.57469655055933,-1.09635979444286,-1.81339940971464,-0.411767175599651,0.824440534328201,-1.82330989144564,0.428602779511648,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","01/12/2017",-0.436143054129304,-0.914628529852263,-1.71576622678162,-0.315081670580344,0.929522006812891,-1.59676483684216,0.624400001776413,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","01/12/2017",-0.433029492411775,-0.856804945664345,-1.61813304384861,-0.121710660541729,0.929522006812891,-1.47594080772031,0.681987420089579,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","01/12/2017",-0.439256615846832,-0.807241873503273,-1.5693164523821,0.2650313595355,0.929522006812891,-1.40042578951915,0.509225165150081,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","01/12/2017",-0.414348122106603,-0.881586481744882,-1.08115053771704,1.42525741976719,0.929522006812891,-1.15877773127545,-0.032096566993682,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","01/12/2017",-0.381655724072551,-0.955931089986491,-0.202451891319926,2.39211246996026,-1.05224888832805,-0.826511651190355,-0.37762107687268,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","01/12/2017",-0.271124283100283,-0.988973138093872,-0.00718552545390032,-0.121710660541729,0.929522006812891,-0.788754142089776,-0.561900815474812,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","01/12/2017",0.206807440540372,-1.00549416214756,0.383347206278151,-0.315081670580344,0.929522006812891,-0.675481614788039,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","01/12/2017",-0.201069144455887,-1.05505723430864,0.920329712409721,-0.0250251555224221,0.929522006812891,-0.562209087486302,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21","01/12/2017",-0.471949013880884,-1.07983877038917,1.01796289534273,-0.218396165561037,0.786676880154015,-0.562209087486302,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"22","01/12/2017",-0.504641411914935,-1.1211413305234,1.11559607827575,-0.895194700696188,0.415607930442455,-0.569760589306418,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"23","01/12/2017",-0.515538877926285,-1.12940184255024,1.21322926120876,-0.218396165561037,-0.088454757882541,-0.554657585666187,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"24","01/12/2017",-0.632297442333611,-1.16244389065763,1.26204585267527,-0.701823690657574,-0.277273028753468,-0.569760589306418,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"25","02/12/2017",-0.62451353803979,-1.20374645079185,1.40849562707478,-0.605138185638266,-0.722227388805826,-0.569760589306418,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","02/12/2017",-0.655649155215077,-1.23678849889924,1.35967903560828,-1.0885657107348,-0.728794980836119,-0.615069600227113,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","02/12/2017",-0.727261074718237,-1.29461208308715,1.35967903560828,-0.218396165561037,-0.292050110821627,-0.667930112967923,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28","02/12/2017",-0.87515525630085,-1.34417515524823,1.11559607827575,0.458402369574115,-0.349516541086692,-0.766099636629428,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"29","02/12/2017",-0.996584163284469,-1.36895669132876,1.01796289534273,0.2650313595355,-0.438179033495649,-0.818960149370239,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"30","02/12/2017",-1.01215197187211,-1.38547771538245,1.01796289534273,-0.218396165561037,-0.380712603230584,-0.834063153010471,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31","02/12/2017",-1.02616299960099,-1.41025925146299,1.16441266974225,0.361716864554807,-0.420118155412343,-0.818960149370239,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"32","02/12/2017",-0.907847654334901,-1.41851976348984,1.11559607827575,0.748458884632037,-0.259212150670162,-0.834063153010471,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"33","02/12/2017",-0.794202651645104,-1.40199873943614,1.01796289534273,0.361716864554807,0.00349153054156254,-0.849166156650702,-0.642523201113244,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34","02/12/2017",-0.62451353803979,-1.29461208308715,0.480980389211163,-0.121710660541729,0.0872283289277997,-0.894475167571397,-0.30851617489688,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"35","02/12/2017",-0.615172852887204,-1.08809928241602,-0.0560021169204067,-0.121710660541729,-0.205029516420244,-0.886923665751281,0.267358008234783,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","02/12/2017",-0.531106686513929,-0.898107505798572,-0.446534848652458,0.0716603494968853,-0.0457654096856358,-0.879372163931165,0.497707681487447,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","02/12/2017",-0.389439628366373,-0.699855217154282,-0.837067580384509,-0.411767175599651,0.381128072283416,-0.886923665751281,0.601365034451147,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","02/12/2017",-0.191728459303301,-0.559426512697909,-1.08115053771704,0.0716603494968853,0.56830444514677,-0.894475167571397,0.635917485439047,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","02/12/2017",-0.183944555009479,-0.452039856348919,-1.12996712918355,-0.411767175599651,0.855636596472093,-0.834063153010471,0.486190197824814,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","02/12/2017",-0.218193733902295,-0.427258320268383,-0.837067580384509,0.555087874593422,0.852352800456947,-0.660378611147807,0.198253106258983,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","02/12/2017",-0.173047088998129,-0.526384464590528,-0.495351440118964,0.845144389651344,0.83921761639636,-0.58486359294665,-0.400656044197946,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","02/12/2017",-0.244659008501289,-0.559426512697909,-0.348901665719445,0.748458884632037,0.750555123987403,-0.547106083846071,-0.584935782800078,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","02/12/2017",-0.37387181977873,-0.600729072832137,-0.251268482786432,-0.218396165561037,0.432026910518188,-0.547106083846071,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","02/12/2017",-0.535777029090222,-0.642031632966364,-0.300085074252939,0.555087874593422,0.381128072283416,-0.599966596586881,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"45","02/12/2017",-0.576253331418095,-0.675073681073746,-0.348901665719445,-0.508452680618959,0.248134333669981,-0.645275607507576,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46","02/12/2017",-0.548231275960337,-0.716376241207973,-0.153635299853419,-0.508452680618959,0.0231943066324419,-0.607518098406997,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"47","02/12/2017",-0.584037235711917,-0.765939313369045,-0.202451891319926,-0.218396165561037,0.0199105106172953,-0.667930112967923,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"48","02/12/2017",-0.565355865406744,-0.724636753234818,-0.104818708386913,-0.701823690657574,-0.134427902094593,-0.599966596586881,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"49","03/12/2017",-0.602718606017089,-0.724636753234818,-0.00718552545390032,-0.315081670580344,-0.226374190518696,-0.562209087486302,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","03/12/2017",-0.781748404774989,-0.732897265261664,0.52979698067767,-0.0250251555224221,-1.55795347466062,-0.388524545623639,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","03/12/2017",-0.780191623916224,-0.782460337422736,1.01796289534273,-0.315081670580344,-0.991498662047843,-0.29790652378225,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"52","03/12/2017",-0.952994299239067,-0.774199825395891,0.627430163610682,-0.121710660541729,-0.69431512267708,-0.396076047443755,-0.654040684775878,0.311743784465004,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"53","03/12/2017",-1.01682231444841,-0.765939313369045,0.725063346543695,-0.701823690657574,-0.61386212030599,-0.358318538343176,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"54","03/12/2017",-1.08532067223404,-0.732897265261664,0.822696529476708,0.168345854516193,-0.853579229411688,-0.305458025602366,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"55","03/12/2017",-1.11489950855056,-0.774199825395891,1.35967903560828,0.748458884632037,-1.89782636222829,-0.207288501940861,-0.654040684775878,0.755975003826707,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"56","03/12/2017",-1.10088848082168,-0.798981361476427,1.60376199294081,-0.508452680618959,-2.14246916535671,-0.169530992840282,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57","03/12/2017",-1.00281128671953,-0.790720849449582,1.65257858440732,0.0716603494968853,-1.95365089448578,-0.146876487379934,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"58","03/12/2017",-0.898506969182315,-0.765939313369045,1.60376199294081,0.0716603494968853,-1.97499556858424,-0.139324985559818,-0.631005717450611,2.08866866191182,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"59","03/12/2017",-0.823781487961626,-0.691594705127436,1.5061288100078,0.458402369574115,-1.93230622038733,-0.0940159746391237,-0.37762107687268,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","03/12/2017",-0.710136485271829,-0.633771120939518,1.40849562707478,-0.315081670580344,-1.82722474790264,-0.0638099673586606,-0.366103593210046,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","03/12/2017",-0.616729633745968,-0.5759475367516,1.31086244414177,-0.0250251555224221,-1.78125160369059,-0.0411554618983133,-0.158788887282648,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","03/12/2017",-0.364531134626144,-0.493342416483146,1.11559607827575,0.168345854516193,-1.71393378538008,-0.0185009564379659,0.0370083349821174,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","03/12/2017",-0.258670036230168,-0.427258320268383,0.871513120943214,-0.508452680618959,-1.66139304913774,-0.0260524582580817,0.140665687945817,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","03/12/2017",-0.168376746421836,-0.394216272161001,0.725063346543695,-0.121710660541729,-1.64333217105443,-0.0411554618983133,-0.0436140506563152,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","03/12/2017",-0.204182706173416,-0.427258320268383,0.920329712409721,-0.121710660541729,-1.69915670331193,-0.0109494546178501,-0.423691011523213,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","03/12/2017",-0.286692091687926,-0.501602928509991,1.16441266974225,-0.218396165561037,-1.76647452162243,-0.0109494546178501,-0.596453266462711,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","03/12/2017",-0.44548373928189,-0.559426512697909,1.26204585267527,0.168345854516193,-1.8173733598572,-0.0411554618983133,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","03/12/2017",-0.478176137315941,-0.584208048778446,1.31086244414177,-0.0250251555224221,-1.84692752399352,-0.0487069637184291,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"69","03/12/2017",-0.51709565878505,-0.625510608912673,1.40849562707478,-0.315081670580344,-1.93887381241762,-0.0562584655385448,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"70","03/12/2017",-0.535777029090222,-0.6668131690469,1.40849562707478,-0.508452680618959,-1.94872520046306,-0.0940159746391237,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"71","03/12/2017",-0.590264359146974,-0.699855217154282,1.5061288100078,0.0716603494968853,-2.02425250881143,-0.10156747645924,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"72","03/12/2017",-0.663433059508898,-0.732897265261664,1.5549454014743,-0.411767175599651,-2.03574579486445,-0.116670480099471,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"73","04/12/2017",-0.691455114966657,-0.708115729181127,1.45731221854129,-1.0885657107348,-1.99962403869784,-0.124221981919587,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","04/12/2017",-0.845576419984327,-0.699855217154282,1.40849562707478,-1.18525121575411,-1.99141454865997,-0.124221981919587,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","04/12/2017",-0.960778203532889,-0.691594705127436,1.40849562707478,0.0716603494968853,-2.01440112076599,-0.116670480099471,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"76","04/12/2017",-1.03394690389481,-0.7576788013422,1.31086244414177,0.555087874593422,-2.01604301877357,-0.199737000120745,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"77","04/12/2017",-1.07130964450516,-0.823762897556963,1.5061288100078,-0.218396165561037,-2.14082726734914,-0.214840003760976,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"78","04/12/2017",-1.00748162929582,-0.889846993771727,1.21322926120876,0.941829894670652,-1.93887381241762,-0.335664032882829,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"79","04/12/2017",-0.823781487961626,-0.955931089986491,0.871513120943214,1.90868494486373,-1.74512984752398,-0.486694069285145,-0.654040684775878,-0.0436411910243582,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"80","04/12/2017",-0.359860792049851,-1.03853621025494,0.480980389211163,1.6186284298058,-1.20166160701722,-0.675481614788039,-0.654040684775878,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"81","04/12/2017",0.323566004947698,-1.1211413305234,0.52979698067767,1.71531393482511,-0.787903309108757,-0.72834212752885,-0.642523201113244,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"82","04/12/2017",-0.342736202603443,-1.17896491471132,-0.54416803158547,2.39211246996026,0.745629429964684,-1.15122622945533,-0.400656044197946,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"83","04/12/2017",-0.650978812638784,-1.14592286660394,-0.885884171851015,2.68216898501818,0.929522006812891,-1.2796017603973,0.0830782696326505,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","04/12/2017",-0.545117714242808,-1.09635979444286,-0.837067580384509,2.29542696494095,0.599500507290662,-1.21163824401626,0.428602779511648,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","04/12/2017",-0.523322782220107,-1.07983877038917,-0.983517354784028,2.97222550007611,0.638906059472421,-1.27205025857719,0.624400001776413,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","04/12/2017",-0.526436343937636,-1.05505723430864,-1.37405008651608,3.55233853019195,0.827724330343347,-1.4683893059002,0.693504903752213,-0.132487434896699,-0.174940352444723,"Yes",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
